id;age;workclass;fnlwgt;education;education_num;marital_status;occupation;relationship;race;sex;capital_gain;capital_loss;hours_per_week;native_country
26773;28; Private;412149; 10th;6; Never-married; Farming-fishing; Other-relative; White; Male;0;0;35; Mexico
26774;24; Private;653574; HS-grad;9; Never-married; Craft-repair; Own-child; White; Male;0;0;40; El-Salvador
26775;37; Private;70562; 1st-4th;2; Never-married; Other-service; Unmarried; White; Female;0;0;48; El-Salvador
26776;62; Private;197514; HS-grad;9; Married-civ-spouse; Sales; Wife; White; Female;0;0;16; United-States
26777;19; ?;309284; Some-college;10; Never-married; ?; Not-in-family; White; Male;0;0;40; United-States
26778;51; Private;334679; Assoc-voc;11; Widowed; Prof-specialty; Unmarried; Asian-Pac-Islander; Female;0;0;40; United-States
26779;65; Private;105116; Some-college;10; Widowed; Adm-clerical; Not-in-family; White; Female;2346;0;40; United-States
26780;31; Private;151484; HS-grad;9; Never-married; Adm-clerical; Own-child; White; Female;0;0;8; United-States
26781;42; Self-emp-inc;78765; Some-college;10; Divorced; Exec-managerial; Unmarried; White; Male;0;0;90; United-States
26782;42; Private;98427; HS-grad;9; Married-civ-spouse; Other-service; Wife; Black; Female;0;0;35; United-States
26783;54; Private;230767; Assoc-acdm;12; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; Cuba
26784;23; Private;117606; Bachelors;13; Never-married; Exec-managerial; Own-child; White; Female;0;0;60; United-States
26785;28; Private;68642; HS-grad;9; Never-married; Other-service; Not-in-family; White; Female;0;0;46; United-States
26786;42; Private;341638; 11th;7; Divorced; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
26787;30; Private;65920; HS-grad;9; Never-married; Exec-managerial; Not-in-family; Black; Male;0;0;40; United-States
26788;33; Federal-gov;188246; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
26789;33; Private;198727; HS-grad;9; Divorced; Tech-support; Not-in-family; White; Female;0;0;40; United-States
26790;39; Private;160728; HS-grad;9; Divorced; Machine-op-inspct; Unmarried; White; Male;2977;0;40; United-States
26791;27; Private;706026; 11th;7; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0;0;40; United-States
26792;20; ?;348148; 11th;7; Never-married; ?; Own-child; Black; Male;0;0;40; United-States
26793;62; Private;77884; 5th-6th;3; Married-civ-spouse; Farming-fishing; Husband; Asian-Pac-Islander; Male;0;0;40; Philippines
26794;17; Private;160758; 10th;6; Never-married; Sales; Other-relative; White; Male;0;0;30; United-States
26795;58; Private;201112; Some-college;10; Divorced; Adm-clerical; Not-in-family; Black; Female;0;0;55; United-States
26796;69; Self-emp-inc;107850; Masters;14; Married-civ-spouse; Exec-managerial; Husband; White; Male;6514;0;40; United-States
26797;34; Private;230246; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;42; United-States
26798;34; Private;203034; Bachelors;13; Separated; Sales; Not-in-family; White; Male;0;2824;50; United-States
26799;20; Private;373935; HS-grad;9; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;35; United-States
26800;64; Federal-gov;341695; Some-college;10; Married-civ-spouse; Adm-clerical; Wife; White; Female;0;0;40; United-States
26801;27; Private;119793; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;55; ?
26802;41; Private;178002; HS-grad;9; Married-civ-spouse; Adm-clerical; Wife; White; Female;0;0;40; United-States
26803;40; Private;233130; 7th-8th;4; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; El-Salvador
26804;53; Local-gov;192982; Masters;14; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;38; United-States
26805;44; Private;33155; Doctorate;16; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;45; United-States
26806;37; Private;187346; 5th-6th;3; Never-married; Adm-clerical; Other-relative; White; Female;0;0;40; Mexico
26807;46; Private;78529; Bachelors;13; Married-civ-spouse; Tech-support; Husband; White; Male;0;0;60; United-States
26808;17; Private;101626; 9th;5; Never-married; Machine-op-inspct; Own-child; White; Male;0;0;20; United-States
26809;35; Private;117567; HS-grad;9; Divorced; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
26810;36; Local-gov;110791; Assoc-acdm;12; Separated; Adm-clerical; Unmarried; White; Female;0;0;40; United-States
26811;49; State-gov;207120; HS-grad;9; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0;0;40; United-States
26812;48; Private;43206; Prof-school;15; Divorced; Prof-specialty; Unmarried; White; Female;0;0;25; United-States
26813;26; Private;120238; Bachelors;13; Never-married; Sales; Other-relative; White; Male;0;0;40; United-States
26814;26; Private;189219; Assoc-acdm;12; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;8; United-States
26815;35; State-gov;190895; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
26816;29; Private;83517; 9th;5; Never-married; Machine-op-inspct; Not-in-family; White; Male;0;0;40; United-States
26817;54; Private;35557; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;7298;0;50; United-States
26818;36; Local-gov;59313; Some-college;10; Separated; Adm-clerical; Own-child; Black; Male;0;0;40; United-States
26819;25; Private;202033; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
26820;18; Local-gov;55658; 10th;6; Never-married; Other-service; Own-child; White; Male;0;0;25; United-States
26821;21; Private;118186; Some-college;10; Never-married; Sales; Own-child; Black; Female;0;0;20; United-States
26822;22; Private;279901; HS-grad;9; Married-civ-spouse; Other-service; Own-child; Black; Male;0;0;40; United-States
26823;52; Private;110954; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;45; El-Salvador
26824;36; Self-emp-not-inc;90159; Some-college;10; Married-civ-spouse; Other-service; Wife; White; Female;0;0;40; United-States
26825;25; Private;122489; Bachelors;13; Never-married; Exec-managerial; Own-child; White; Female;0;1726;60; United-States
26826;49; Self-emp-not-inc;43348; Doctorate;16; Never-married; Prof-specialty; Not-in-family; White; Male;99999;0;70; United-States
26827;42; Private;34278; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;0;0;50; United-States
26828;37; Private;37778; Assoc-voc;11; Married-civ-spouse; Sales; Husband; White; Male;0;0;54; United-States
26829;39; Private;160623; Assoc-acdm;12; Never-married; Craft-repair; Own-child; White; Male;0;0;40; United-States
26830;32; Private;342458; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;40; United-States
26831;53; Private;64322; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
26832;30; Private;373914; 11th;7; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
26833;51; Private;205884; Some-college;10; Married-civ-spouse; Tech-support; Wife; White; Female;0;0;40; United-States
26834;62; Local-gov;208266; Assoc-voc;11; Divorced; Adm-clerical; Not-in-family; Black; Female;0;0;40; United-States
26835;38; Private;222450; 5th-6th;3; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; Mexico
26836;23; Private;348420; Bachelors;13; Never-married; Tech-support; Not-in-family; White; Male;0;0;40; United-States
26837;39; Private;136081; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;2051;40; United-States
26838;37; Federal-gov;197284; Some-college;10; Never-married; Adm-clerical; Own-child; White; Male;0;0;40; United-States
26839;27; ?;204773; Assoc-acdm;12; Married-civ-spouse; ?; Wife; White; Female;0;0;40; United-States
26840;41; Private;206066; Some-college;10; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
26841;47; Self-emp-not-inc;61885; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
26842;25; Private;299908; Some-college;10; Married-civ-spouse; Exec-managerial; Wife; Black; Female;0;0;40; United-States
26843;35; Private;46028; Assoc-acdm;12; Divorced; Other-service; Unmarried; White; Female;0;0;50; United-States
26844;47; Private;239865; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;1977;45; United-States
26845;30; Private;154587; HS-grad;9; Never-married; Other-service; Not-in-family; White; Male;0;0;40; Puerto-Rico
26846;29; Private;244473; Assoc-voc;11; Married-civ-spouse; Tech-support; Husband; White; Male;0;2051;40; United-States
26847;36; Private;32334; Assoc-voc;11; Married-civ-spouse; Exec-managerial; Wife; White; Female;0;0;50; United-States
26848;42; Private;319588; Bachelors;13; Married-spouse-absent; Transport-moving; Not-in-family; White; Male;0;0;60; United-States
26849;51; Private;226735; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; Black; Male;0;0;40; United-States
26850;34; Private;226443; HS-grad;9; Divorced; Adm-clerical; Own-child; White; Male;0;0;40; United-States
26851;44; Self-emp-inc;359259; HS-grad;9; Divorced; Craft-repair; Not-in-family; White; Male;0;0;60; Portugal
26852;27; Private;36851; Bachelors;13; Never-married; Machine-op-inspct; Not-in-family; White; Male;0;0;41; United-States
26853;39; Private;393480; HS-grad;9; Separated; Handlers-cleaners; Not-in-family; Black; Male;0;0;40; United-States
26854;46; Private;33109; HS-grad;9; Divorced; Craft-repair; Not-in-family; White; Male;0;1741;40; United-States
26855;32; Self-emp-not-inc;188246; HS-grad;9; Divorced; Sales; Own-child; White; Male;0;1590;62; United-States
26856;31; Private;231569; Bachelors;13; Never-married; Sales; Not-in-family; Black; Female;0;0;50; United-States
26857;23; Private;353010; 11th;7; Never-married; Craft-repair; Unmarried; White; Male;0;0;35; United-States
26858;47; Private;102628; Masters;14; Married-civ-spouse; Exec-managerial; Husband; White; Male;15024;0;55; United-States
26859;66; Private;262285; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;99; United-States
26860;26; Private;160300; HS-grad;9; Never-married; Machine-op-inspct; Own-child; White; Male;0;0;40; United-States
26861;52; Private;156953; HS-grad;9; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0;0;40; United-States
26862;53; Self-emp-inc;136823; 11th;7; Widowed; Exec-managerial; Not-in-family; White; Female;0;0;30; United-States
26863;48; Self-emp-not-inc;160724; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; Asian-Pac-Islander; Male;0;0;40; Japan
26864;37; Self-emp-inc;86459; Assoc-acdm;12; Separated; Exec-managerial; Unmarried; White; Male;0;0;50; United-States
26865;17; Private;238628; 11th;7; Never-married; Other-service; Own-child; White; Female;0;0;5; United-States
26866;50; Private;339954; Assoc-voc;11; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
26867;28; ?;222005; HS-grad;9; Never-married; ?; Other-relative; White; Female;0;0;40; Mexico
26868;17; Federal-gov;99893; 11th;7; Never-married; Adm-clerical; Not-in-family; Black; Female;0;1602;40; United-States
26869;39; Private;214117; Some-college;10; Divorced; Craft-repair; Unmarried; Black; Male;0;0;40; United-States
26870;28; Federal-gov;298661; Bachelors;13; Never-married; Tech-support; Not-in-family; Black; Female;0;0;40; United-States
26871;38; Private;179488; Assoc-acdm;12; Divorced; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
26872;53; Private;48343; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;1902;40; United-States
26873;28; Local-gov;100270; Bachelors;13; Divorced; Prof-specialty; Not-in-family; White; Male;0;0;40; United-States
26874;42; Private;227065; Some-college;10; Married-civ-spouse; Prof-specialty; Husband; White; Male;15024;0;32; United-States
26875;40; Private;126701; 9th;5; Never-married; Transport-moving; Not-in-family; White; Male;0;0;45; United-States
26876;20; Private;209131; Some-college;10; Never-married; Machine-op-inspct; Own-child; White; Male;0;0;40; United-States
26877;32; State-gov;400132; Bachelors;13; Married-civ-spouse; Protective-serv; Husband; White; Male;0;0;40; United-States
26878;23; State-gov;278155; Bachelors;13; Never-married; Adm-clerical; Own-child; White; Male;0;0;40; United-States
26879;25; Private;139012; Bachelors;13; Never-married; Sales; Own-child; Asian-Pac-Islander; Male;2174;0;40; Vietnam
26880;41; Private;178431; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; Asian-Pac-Islander; Male;0;0;40; Taiwan
26881;42; Private;511068; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;7688;0;40; United-States
26882;18; Private;199039; 12th;8; Never-married; Sales; Own-child; White; Male;594;0;14; United-States
26883;29; Local-gov;190525; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;1848;60; Germany
26884;36; Private;115700; HS-grad;9; Married-civ-spouse; Sales; Husband; White; Male;0;0;50; United-States
26885;34; Private;167832; 10th;6; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
26886;34; Private;218164; HS-grad;9; Divorced; Craft-repair; Unmarried; White; Male;0;0;44; United-States
26887;48; State-gov;171926; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;15024;0;50; United-States
26888;36; Self-emp-inc;242080; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;80; United-States
26889;67; Federal-gov;223257; HS-grad;9; Widowed; Other-service; Unmarried; White; Male;0;0;40; United-States
26890;53; Private;386773; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;7298;0;40; United-States
26891;53; Self-emp-not-inc;105478; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;2415;40; United-States
26892;45; Private;140644; Doctorate;16; Divorced; Prof-specialty; Not-in-family; White; Male;0;0;45; United-States
26893;22; Private;205970; 10th;6; Separated; Other-service; Unmarried; White; Female;0;0;35; United-States
26894;25; Private;216583; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;43; United-States
26895;61; Private;162432; Some-college;10; Divorced; Other-service; Not-in-family; White; Female;0;0;40; United-States
26896;31; Local-gov;83671; Some-college;10; Never-married; Adm-clerical; Not-in-family; Black; Female;0;0;40; United-States
26897;47; Self-emp-inc;205100; HS-grad;9; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;38; Germany
26898;31; Private;195750; 1st-4th;2; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;45; United-States
26899;17; Private;220562; 9th;5; Never-married; Sales; Other-relative; Other; Female;0;0;32; Mexico
26900;38; Self-emp-inc;312232; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;0;0;50; United-States
26901;23; Private;386337; HS-grad;9; Married-civ-spouse; Handlers-cleaners; Husband; Black; Male;0;0;40; ?
26902;42; Private;86185; Some-college;10; Widowed; Exec-managerial; Not-in-family; Amer-Indian-Eskimo; Female;0;0;40; United-States
26903;78; Private;105586; 5th-6th;3; Married-civ-spouse; Transport-moving; Husband; Asian-Pac-Islander; Male;0;0;36; United-States
26904;54; Private;103345; Assoc-voc;11; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
26905;26; Local-gov;150553; Bachelors;13; Never-married; Adm-clerical; Own-child; Asian-Pac-Islander; Female;0;0;50; United-States
26906;30; Private;26009; HS-grad;9; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;35; United-States
26907;46; Private;149388; Bachelors;13; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
26908;26; Private;151626; Bachelors;13; Never-married; Prof-specialty; Not-in-family; Black; Female;0;0;45; United-States
26909;30; Private;169583; HS-grad;9; Never-married; Sales; Own-child; White; Female;0;0;35; United-States
26910;66; Local-gov;174486; Doctorate;16; Married-civ-spouse; Prof-specialty; Husband; Black; Male;20051;0;35; Jamaica
26911;23; Private;160951; HS-grad;9; Never-married; Craft-repair; Own-child; Black; Male;2597;0;40; United-States
26912;25; Private;213383; Some-college;10; Never-married; Tech-support; Own-child; White; Male;0;0;40; United-States
26913;32; Self-emp-inc;103078; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
26914;25; Local-gov;109526; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;38; United-States
26915;51; Private;142835; 11th;7; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; United-States
26916;24; State-gov;43475; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;40; United-States
26917;22; Private;190916; Some-college;10; Never-married; Tech-support; Own-child; White; Female;0;0;40; United-States
26918;28; Private;175987; HS-grad;9; Never-married; Exec-managerial; Not-in-family; White; Female;0;0;40; United-States
26919;29; Local-gov;214385; 11th;7; Divorced; Other-service; Unmarried; Black; Female;0;0;20; United-States
26920;26; Private;192652; Bachelors;13; Never-married; Other-service; Own-child; White; Male;0;0;40; United-States
26921;41; Federal-gov;207685; Bachelors;13; Never-married; Exec-managerial; Not-in-family; White; Male;0;0;40; United-States
26922;19; Private;143857; Some-college;10; Never-married; Sales; Own-child; White; Female;0;0;35; United-States
26923;39; Private;163392; HS-grad;9; Married-civ-spouse; Sales; Husband; Asian-Pac-Islander; Male;0;0;26; ?
26924;51; Private;310774; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;50; United-States
26925;29; ?;427965; HS-grad;9; Separated; ?; Unmarried; Black; Female;0;0;20; United-States
26926;27; Private;279608; 5th-6th;3; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;40; Mexico
26927;33; Private;312881; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; Black; Male;0;0;40; United-States
26928;19; Private;175083; HS-grad;9; Never-married; Sales; Own-child; White; Female;0;0;8; United-States
26929;67; ?;132057; HS-grad;9; Married-civ-spouse; ?; Husband; Black; Male;0;0;20; United-States
26930;41; Private;32878; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;45; United-States
26931;29; Federal-gov;360527; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
26932;28; Private;99478; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; Black; Male;0;0;40; United-States
26933;25; Private;113035; Some-college;10; Never-married; Exec-managerial; Own-child; White; Male;0;0;40; United-States
26934;21; Federal-gov;99199; HS-grad;9; Never-married; Adm-clerical; Own-child; White; Male;0;0;36; United-States
26935;24; Local-gov;452640; Some-college;10; Never-married; Tech-support; Not-in-family; White; Male;14344;0;50; United-States
26936;48; Private;236858; 11th;7; Divorced; Other-service; Not-in-family; White; Female;0;0;31; United-States
26937;46; Self-emp-inc;201865; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;60; United-States
26938;35; Private;268661; Some-college;10; Married-civ-spouse; Sales; Husband; White; Male;0;0;50; United-States
26939;35; Federal-gov;475324; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
26940;50; Private;117295; 10th;6; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
26941;22; Private;65704; HS-grad;9; Never-married; Sales; Own-child; White; Female;0;0;40; ?
26942;45; Private;192835; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
26943;62; Local-gov;76720; Bachelors;13; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;0;40; United-States
26944;39; Local-gov;180686; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;1977;45; United-States
26945;33; Local-gov;133876; HS-grad;9; Divorced; Craft-repair; Unmarried; White; Male;0;0;40; United-States
26946;22; Private;123727; Some-college;10; Never-married; Handlers-cleaners; Not-in-family; White; Female;0;0;30; United-States
26947;50; Private;129956; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;48; United-States
26948;25; Private;96268; 11th;7; Divorced; Exec-managerial; Unmarried; White; Female;0;0;40; United-States
26949;44; Private;317320; Some-college;10; Divorced; Other-service; Unmarried; White; Female;0;0;40; United-States
26950;26; Private;86872; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;40; United-States
26951;31; State-gov;100863; Masters;14; Divorced; Exec-managerial; Unmarried; White; Female;0;0;50; United-States
26952;56; Private;164332; HS-grad;9; Married-civ-spouse; Sales; Wife; White; Female;0;0;15; United-States
26953;49; Self-emp-not-inc;122584; 7th-8th;4; Married-civ-spouse; Sales; Husband; White; Male;0;0;40; United-States
26954;49; Private;34377; 12th;8; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
26955;46; Private;162030; HS-grad;9; Widowed; Adm-clerical; Unmarried; White; Female;0;0;43; United-States
26956;33; Private;199170; Some-college;10; Never-married; Craft-repair; Not-in-family; Black; Male;0;0;40; United-States
26957;25; Private;470203; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Female;0;0;30; United-States
26958;40; Private;266803; Assoc-acdm;12; Divorced; Exec-managerial; Not-in-family; White; Female;0;0;40; United-States
26959;72; ?;188009; 7th-8th;4; Divorced; ?; Not-in-family; White; Male;0;0;30; United-States
26960;32; State-gov;513416; Masters;14; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;10; United-States
26961;44; Private;98211; Bachelors;13; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;55; United-States
26962;48; Private;196107; HS-grad;9; Divorced; Adm-clerical; Not-in-family; White; Female;0;0;30; United-States
26963;17; Private;108273; 10th;6; Never-married; Sales; Own-child; White; Female;0;0;12; United-States
26964;50; Private;213290; Assoc-voc;11; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;1887;36; United-States
26965;61; Private;96660; Some-college;10; Married-civ-spouse; Adm-clerical; Wife; White; Female;15024;0;34; United-States
26966;22; Local-gov;412316; HS-grad;9; Never-married; Handlers-cleaners; Own-child; Black; Male;0;0;40; United-States
26967;17; Private;120068; 11th;7; Never-married; Handlers-cleaners; Own-child; White; Male;0;0;17; United-States
26968;49; Self-emp-inc;101722; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;60; United-States
26969;26; Private;120268; HS-grad;9; Married-civ-spouse; Other-service; Husband; White; Male;0;0;50; United-States
26970;19; State-gov;144429; Some-college;10; Never-married; Prof-specialty; Own-child; White; Male;0;0;10; United-States
26971;17; Private;271122; 12th;8; Never-married; Other-service; Own-child; White; Female;0;0;16; United-States
26972;38; Private;255621; HS-grad;9; Married-civ-spouse; Other-service; Husband; White; Male;0;0;40; United-States
26973;34; Local-gov;90934; Assoc-voc;11; Divorced; Protective-serv; Own-child; Asian-Pac-Islander; Male;0;0;40; United-States
26974;51; Private;162745; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;7298;0;50; United-States
26975;48; Private;128460; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;42; United-States
26976;63; Private;30813; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;50; United-States
26977;19; Private;164585; HS-grad;9; Never-married; Machine-op-inspct; Own-child; White; Female;0;0;40; United-States
26978;73; Private;148003; Some-college;10; Married-civ-spouse; Adm-clerical; Wife; White; Female;20051;0;36; United-States
26979;51; Private;215647; HS-grad;9; Divorced; Prof-specialty; Not-in-family; White; Female;0;0;43; United-States
26980;38; Private;300975; Masters;14; Married-civ-spouse; Other-service; Husband; Black; Male;0;1485;40; ?
26981;54; Private;421561; Some-college;10; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;40; United-States
26982;41; Private;149909; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;1848;40; United-States
26983;65; ?;240857; Bachelors;13; Married-civ-spouse; ?; Husband; White; Male;0;2377;40; United-States
26984;36; Self-emp-not-inc;138940; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;4386;0;50; United-States
26985;42; Private;66755; 7th-8th;4; Married-civ-spouse; Craft-repair; Husband; Other; Male;0;0;40; United-States
26986;38; Private;103323; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;7688;0;40; United-States
26987;20; ?;117222; Some-college;10; Never-married; ?; Own-child; White; Male;0;0;40; United-States
26988;37; State-gov;29145; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;50; United-States
26989;35; State-gov;184659; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;1485;40; United-States
26990;51; Self-emp-not-inc;20795; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
26991;23; Private;311376; Assoc-voc;11; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
26992;27; State-gov;122660; Bachelors;13; Never-married; Prof-specialty; Own-child; Black; Female;0;0;40; United-States
26993;19; ?;137578; Some-college;10; Never-married; ?; Own-child; White; Male;0;0;16; United-States
26994;37; Private;193689; Assoc-voc;11; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;42; United-States
26995;29; Private;144556; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;45; United-States
26996;33; Private;228696; 1st-4th;2; Married-civ-spouse; Craft-repair; Not-in-family; White; Male;0;2603;32; Mexico
26997;60; Private;184183; HS-grad;9; Divorced; Machine-op-inspct; Not-in-family; White; Male;4650;0;40; United-States
26998;22; Private;243178; Bachelors;13; Never-married; Adm-clerical; Own-child; White; Male;0;0;20; United-States
26999;22; ?;236330; Some-college;10; Never-married; ?; Own-child; Black; Male;0;1721;20; United-States
27000;60; State-gov;190682; Assoc-voc;11; Widowed; Other-service; Not-in-family; Black; Female;0;0;37; United-States
27001;35; Private;233786; 11th;7; Separated; Other-service; Unmarried; White; Male;0;0;20; United-States
27002;45; Private;102202; Assoc-voc;11; Divorced; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
27003;30; Private;95299; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; Asian-Pac-Islander; Male;0;0;40; Vietnam
27004;43; Self-emp-inc;240504; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;70; United-States
27005;32; State-gov;169973; Masters;14; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;38; United-States
27006;35; Private;144937; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;42; United-States
27007;32; Private;211751; Assoc-voc;11; Divorced; Other-service; Unmarried; Black; Female;0;0;40; United-States
27008;61; Private;84587; Assoc-voc;11; Married-civ-spouse; Craft-repair; Husband; Asian-Pac-Islander; Male;0;0;40; United-States
27009;40; State-gov;150874; Masters;14; Divorced; Exec-managerial; Unmarried; White; Female;1506;0;40; United-States
27010;20; ?;187332; 10th;6; Never-married; ?; Not-in-family; White; Female;0;0;30; United-States
27011;42; Self-emp-inc;188615; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;60; United-States
27012;21; Private;119704; Some-college;10; Never-married; Sales; Unmarried; White; Female;0;0;35; United-States
27013;21; Private;275190; Some-college;10; Never-married; Sales; Own-child; White; Female;0;0;20; United-States
27014;26; Private;417941; Bachelors;13; Never-married; Exec-managerial; Not-in-family; White; Female;0;0;40; United-States
27015;36; State-gov;196348; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;60; United-States
27016;24; Private;221955; Bachelors;13; Married-civ-spouse; Sales; Other-relative; White; Male;0;0;40; United-States
27017;47; Private;173938; Bachelors;13; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;57; United-States
27018;51; Private;123429; Assoc-acdm;12; Divorced; Tech-support; Not-in-family; White; Male;0;0;30; United-States
27019;65; ?;143732; HS-grad;9; Widowed; ?; Not-in-family; Black; Female;0;0;40; United-States
27020;61; Private;203126; Bachelors;13; Divorced; Priv-house-serv; Not-in-family; White; Female;0;0;12; ?
27021;67; Private;174693; Some-college;10; Widowed; Sales; Not-in-family; White; Female;0;0;25; Nicaragua
27022;49; Private;357540; HS-grad;9; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;25; United-States
27023;63; ?;29859; HS-grad;9; Married-civ-spouse; ?; Husband; White; Male;0;1485;40; United-States
27024;58; Private;314092; Assoc-voc;11; Married-civ-spouse; Craft-repair; Husband; White; Male;0;1887;48; United-States
